,MSOA11CD,cluster_1_degree,restaurant,edu_rate,population,income,workplace,employee,PTAI,rail_sta,under_sta,supermarket,bus_stop,Code,houseprice,area,rest_degree,pop_degree,income_degree,lnincome,hou_degree,lnhouseprice,workplace_degree,employee_degree,rail_degree,under_degree,market_degree,bus_degree,rest_density,pop_density,income_density,hou_density,workplace_density,employee_density,rail_density,under_density,market_density,bus_density
10,E02000012,0.0,0.0,0.248,11375,46700,305.0,1250.0,0.873818505,0.0,0.0,1.0,13.0,E02000012,430000,130.03,0.0,87.47981235099593,359.1478889487041,10.75149944365699,3306.9291701914944,12.971540487669746,2.345612550949781,9.613166192417134,0.0,0.0,0.007690532953933707,0.0999769284011382,0.0,87.47981235099593,359.1478889487041,3306.9291701914944,2.345612550949781,9.613166192417134,0.0,0.0,0.007690532953933707,0.0999769284011382
11,E02000013,0.0,0.0,0.171,9009,39400,245.0,900.0,7.154867352,0.0,0.0,1.0,13.0,E02000013,301250,130.46,0.0,69.05564924114671,302.00827839950944,10.581521095286025,2309.136900199295,12.615695763787002,1.8779702590832439,6.898666257856814,0.0,0.0,0.007665184730952015,0.0996474015023762,0.0,69.05564924114671,302.00827839950944,2309.136900199295,1.8779702590832439,6.898666257856814,0.0,0.0,0.007665184730952015,0.0996474015023762
12,E02000014,0.0,2.0,0.166,9966,39900,335.0,1500.0,3.451581596,0.0,0.0,2.0,18.0,E02000014,290000,119.27,0.016768676113020877,83.55831307118304,334.5350884547665,10.594131602877955,2431.4580363880273,12.577636201962656,2.808753248930997,12.576507084765659,0.0,0.0,0.016768676113020877,0.1509180850171879,0.016768676113020877,83.55831307118304,334.5350884547665,2431.4580363880273,2.808753248930997,12.576507084765659,0.0,0.0,0.016768676113020877,0.1509180850171879
13,E02000015,0.0,1.0,0.18,8250,36400,235.0,700.0,5.093406692,0.0,0.0,1.0,19.0,E02000015,272500,136.18,0.00734322220590395,60.58158319870759,267.2932882949038,10.502324053624832,2001.0280511088265,12.515393893085436,1.7256572183874284,5.140255544132765,0.0,0.0,0.00734322220590395,0.13952122191217506,0.00734322220590395,60.58158319870759,267.2932882949038,2001.0280511088265,1.7256572183874284,5.140255544132765,0.0,0.0,0.00734322220590395,0.13952122191217506
14,E02000016,0.0,1.0,0.359,10320,48600,945.0,8000.0,8.514480092,0.0,0.0,5.0,20.0,E02000016,228559,91.27,0.010956502684343158,113.07110770242139,532.4860304590775,10.791378809888585,2504.2072970307877,12.339549661676323,10.353895036704284,87.65202147474527,0.0,0.0,0.05478251342171579,0.21913005368686317,0.010956502684343158,113.07110770242139,532.4860304590775,2504.2072970307877,10.353895036704284,87.65202147474527,0.0,0.0,0.05478251342171579,0.21913005368686317
15,E02000017,0.0,5.0,0.297,9455,49900,365.0,1250.0,8.480535713,1.0,1.0,0.0,8.0,E02000017,375000,87.65,0.057045065601825436,107.87221905305191,569.3097547062179,10.81777628173961,4278.3799201369075,12.834681304952548,4.164289788933257,14.261266400456359,0.011409013120365089,0.011409013120365089,0.0,0.09127210496292071,0.057045065601825436,107.87221905305191,569.3097547062179,4278.3799201369075,4.164289788933257,14.261266400456359,0.011409013120365089,0.011409013120365089,0.0,0.09127210496292071
16,E02000018,0.0,0.0,0.183,9724,39500,280.0,800.0,14.6280507,0.0,0.0,2.0,17.0,E02000018,302000,135.78,0.0,71.6158491677714,290.91176903814994,10.584055950889214,2224.1861835321843,12.618182296357007,2.0621593754603036,5.891883929886581,0.0,0.0,0.014729709824716454,0.12520253351008986,0.0,71.6158491677714,290.91176903814994,2224.1861835321843,2.0621593754603036,5.891883929886581,0.0,0.0,0.014729709824716454,0.12520253351008986
17,E02000019,0.0,1.0,0.199,9208,42200,380.0,5000.0,9.401226985,1.0,1.0,4.0,19.0,E02000019,300000,329.92,0.003031037827352085,27.909796314258,127.909796314258,10.650175500024103,909.3113482056256,12.611537753638338,1.1517943743937924,15.155189136760425,0.003031037827352085,0.003031037827352085,0.01212415130940834,0.05758971871968962,0.003031037827352085,27.909796314258,127.909796314258,909.3113482056256,1.1517943743937924,15.155189136760425,0.003031037827352085,0.003031037827352085,0.01212415130940834,0.05758971871968962
18,E02000020,0.0,1.0,0.241,13669,42500,790.0,7000.0,8.556915854,0.0,0.0,1.0,35.0,E02000020,299995,435.64,0.002295473326599945,31.376824901294647,97.55761638049766,10.657259354912508,688.6305206133505,12.61152108683278,1.8134239280139566,16.068313286199615,0.0,0.0,0.002295473326599945,0.08034156643099807,0.002295473326599945,31.376824901294647,97.55761638049766,688.6305206133505,1.8134239280139566,16.068313286199615,0.0,0.0,0.002295473326599945,0.08034156643099807
19,E02000021,0.0,2.0,0.209,9022,42300,265.0,5000.0,5.709854892,0.0,0.0,0.0,20.0,E02000021,290000,329.7,0.006066120715802245,27.364270548983924,128.2984531392175,10.65254236503437,879.5875037913255,12.577636201962656,0.8037609948437974,15.165301789505612,0.0,0.0,0.0,0.060661207158022444,0.006066120715802245,27.364270548983924,128.2984531392175,879.5875037913255,0.8037609948437974,15.165301789505612,0.0,0.0,0.0,0.060661207158022444
20,E02000022,0.0,0.0,0.251,8030,44200,325.0,2250.0,8.472032329,0.0,0.0,1.0,11.0,E02000022,238750,79.67,0.0,100.79076189280784,554.7885025731141,10.696480068065789,2996.7365382201583,12.383172258342977,4.079327224802309,28.241496171708295,0.0,0.0,0.012551776076314799,0.13806953683946277,0.0,100.79076189280784,554.7885025731141,2996.7365382201583,4.079327224802309,28.241496171708295,0.0,0.0,0.012551776076314799,0.13806953683946277
21,E02000023,0.0,1.0,0.227,8053,42300,360.0,3000.0,2.942318494,0.0,0.0,0.0,22.0,E02000023,230000,174.52,0.005730002292000916,46.14370845748338,242.37909695163876,10.65254236503437,1317.9005271602107,12.345834587905333,2.06280082512033,17.190006876002748,0.0,0.0,0.0,0.12606005042402016,0.005730002292000916,46.14370845748338,242.37909695163876,1317.9005271602107,2.06280082512033,17.190006876002748,0.0,0.0,0.0,0.12606005042402016
22,E02000024,0.0,10.0,0.462,11094,60200,1085.0,6000.0,4.271523087,0.0,0.0,5.0,38.0,E02000024,550000,375.35,0.026641800985746634,29.556414013587318,160.38364193419474,11.005427631296913,1465.2990542160649,13.217673557208654,2.89063540695351,15.98508059144798,0.0,0.0,0.013320900492873317,0.1012388437458372,0.026641800985746634,29.556414013587318,160.38364193419474,1465.2990542160649,2.89063540695351,15.98508059144798,0.0,0.0,0.013320900492873317,0.1012388437458372
23,E02000025,0.0,3.0,0.397,8395,55400,465.0,1750.0,5.012261349,0.0,0.0,0.0,18.0,E02000025,410000,240.19,0.012490111994670886,34.95149673175403,230.65073483492236,10.922334872735375,1706.981972605021,12.92391243868049,1.9359673591739872,7.285898663558017,0.0,0.0,0.0,0.07494067196802531,0.012490111994670886,34.95149673175403,230.65073483492236,1706.981972605021,1.9359673591739872,7.285898663558017,0.0,0.0,0.0,0.07494067196802531
24,E02000026,0.0,0.0,0.396,6641,54900,305.0,900.0,7.325932569,0.0,0.0,0.0,11.0,E02000026,610000,146.59,0.0,45.30322668667713,374.5139504741115,10.913268627497622,4161.266116379016,13.321214236149494,2.080633058189508,6.139572958591991,0.0,0.0,0.0,0.07503922504945768,0.0,45.30322668667713,374.5139504741115,4161.266116379016,2.080633058189508,6.139572958591991,0.0,0.0,0.0,0.07503922504945768
25,E02000027,0.0,0.0,0.284,9625,50100,300.0,5000.0,5.455417335,0.0,0.0,0.0,22.0,E02000027,480000,167.45,0.0,57.479844729770086,299.1937891908033,10.821776287072955,2866.527321588534,13.081541382884074,1.791579575992834,29.859659599880562,0.0,0.0,0.0,0.13138250223947448,0.0,57.479844729770086,299.1937891908033,2866.527321588534,1.791579575992834,29.859659599880562,0.0,0.0,0.0,0.13138250223947448
26,E02000028,0.0,5.0,0.412,6839,61700,420.0,1500.0,17.14991808,1.0,1.0,2.0,26.0,E02000028,475000,105.56,0.0473664266767715,64.78779840848806,584.5017051913603,11.030039209893479,4499.810534293293,13.071070083016778,3.9787798408488064,14.20992800303145,0.009473285335354301,0.009473285335354301,0.018946570670708603,0.24630541871921183,0.0473664266767715,64.78779840848806,584.5017051913603,4499.810534293293,3.9787798408488064,14.20992800303145,0.009473285335354301,0.009473285335354301,0.018946570670708603,0.24630541871921183
27,E02000029,0.0,5.0,0.359,9535,55500,530.0,2250.0,2.909372091,0.0,0.0,4.0,20.0,E02000029,475000,168.45,0.029682398337785694,56.60433363015732,329.4746215494212,10.924138299734526,2819.827842089641,13.071070083016778,3.1463342238052836,13.357079252003563,0.0,0.0,0.023745918670228554,0.11872959335114278,0.029682398337785694,56.60433363015732,329.4746215494212,2819.827842089641,3.1463342238052836,13.357079252003563,0.0,0.0,0.023745918670228554,0.11872959335114278
28,E02000030,0.0,1.0,0.393,9339,58000,540.0,1750.0,11.78719033,0.0,0.0,0.0,47.0,E02000030,871250,1457.87,0.0006859322161783973,6.4059209668900525,39.78406853834704,10.968198289528557,597.6184433454287,13.677684241056872,0.37040339673633454,1.2003813783121953,0.0,0.0,0.0,0.032238814160384675,0.0006859322161783973,6.4059209668900525,39.78406853834704,597.6184433454287,0.37040339673633454,1.2003813783121953,0.0,0.0,0.0,0.032238814160384675
29,E02000031,0.0,16.0,0.433,8131,58400,780.0,4500.0,6.64940462,1.0,1.0,3.0,29.0,E02000031,540000,193.89,0.08252101707153542,41.936149363040904,301.20171231110425,10.975071168816319,2785.0843261643204,13.199324418540456,4.0228995822373514,23.209036051369335,0.005157563566970964,0.005157563566970964,0.01547269070091289,0.14956934344215794,0.08252101707153542,41.936149363040904,301.20171231110425,2785.0843261643204,4.0228995822373514,23.209036051369335,0.005157563566970964,0.005157563566970964,0.01547269070091289,0.14956934344215794
30,E02000032,0.0,1.0,0.376,7702,59600,385.0,1000.0,5.14680207,0.0,0.0,1.0,15.0,E02000032,650000,139.78,0.007154099298898269,55.100872800114466,426.3843182143368,10.995410853053441,4650.164544283874,13.38472764187182,2.7543282300758336,7.154099298898268,0.0,0.0,0.007154099298898269,0.10731148948347403,0.007154099298898269,55.100872800114466,426.3843182143368,4650.164544283874,2.7543282300758336,7.154099298898268,0.0,0.0,0.007154099298898269,0.10731148948347403
31,E02000033,0.0,4.0,0.314,8986,51100,520.0,3000.0,7.586716576,0.0,0.0,2.0,24.0,E02000033,510000,177.59,0.022523790753983895,50.59969592882482,287.74142688214425,10.841539776191796,2871.7833211329466,13.142166004700508,2.9280927980179063,16.89284306548792,0.0,0.0,0.011261895376991947,0.13514274452390337,0.022523790753983895,50.59969592882482,287.74142688214425,2871.7833211329466,2.9280927980179063,16.89284306548792,0.0,0.0,0.011261895376991947,0.13514274452390337
32,E02000034,0.0,5.0,0.398,9383,52200,460.0,1500.0,26.44899281,0.0,0.0,2.0,16.0,E02000034,490000,155.82,0.03208830702092158,60.216916955461436,335.00192529842127,10.86283777387073,3144.6540880503144,13.102160670086809,2.952124245924785,9.626492106276473,0.0,0.0,0.01283532280836863,0.10268258246694904,0.03208830702092158,60.216916955461436,335.00192529842127,3144.6540880503144,2.952124245924785,9.626492106276473,0.0,0.0,0.01283532280836863,0.10268258246694904
33,E02000035,0.0,5.0,0.467,9073,54500,570.0,2500.0,10.19015492,0.0,0.0,0.0,16.0,E02000035,542500,129.76,0.038532675709001235,69.92139334155364,420.00616522811345,10.905955980651335,4180.795314426634,13.203943364396752,4.392725030826141,19.26633785450062,0.0,0.0,0.0,0.12330456226880396,0.038532675709001235,69.92139334155364,420.00616522811345,4180.795314426634,4.392725030826141,19.26633785450062,0.0,0.0,0.0,0.12330456226880396
34,E02000036,0.0,2.0,0.348,11670,53800,485.0,1500.0,9.195243033,0.0,0.0,2.0,19.0,E02000036,500000,179.47,0.011143923775561376,65.02479523040063,299.77154956260097,10.893028746149875,2785.980943890344,13.122363377404328,2.7024015155736336,8.357942831671032,0.0,0.0,0.011143923775561376,0.10586727586783307,0.011143923775561376,65.02479523040063,299.77154956260097,2785.980943890344,2.7024015155736336,8.357942831671032,0.0,0.0,0.011143923775561376,0.10586727586783307
35,E02000037,0.0,2.0,0.374,10678,56300,630.0,1750.0,2.820122046,0.0,0.0,2.0,23.0,E02000037,616500,432.44,0.004624919063916382,24.692442882249562,130.19147164924613,10.938449814127782,1425.6313014522245,13.331813601586536,1.45684950513366,4.046804180926833,0.0,0.0,0.004624919063916382,0.05318656923503839,0.004624919063916382,24.692442882249562,130.19147164924613,1425.6313014522245,1.45684950513366,4.046804180926833,0.0,0.0,0.004624919063916382,0.05318656923503839
36,E02000038,0.0,8.0,0.401,11450,54300,590.0,2500.0,5.602078541,0.0,0.0,2.0,27.0,E02000038,573500,176.25,0.04539007092198582,64.9645390070922,308.0851063829787,10.902279505922026,3253.900709219858,13.259513215551562,3.347517730496454,14.184397163120567,0.0,0.0,0.011347517730496455,0.15319148936170213,0.04539007092198582,64.9645390070922,308.0851063829787,3253.900709219858,3.347517730496454,14.184397163120567,0.0,0.0,0.011347517730496455,0.15319148936170213
37,E02000039,0.0,7.0,0.464,7203,67000,670.0,3000.0,3.632206335,0.0,0.0,5.0,34.0,E02000039,900000,213.2,0.03283302063789869,33.78517823639775,314.25891181988743,11.112447898373103,4221.388367729832,13.710150042306449,3.1425891181988743,14.071294559099439,0.0,0.0,0.023452157598499064,0.15947467166979362,0.03283302063789869,33.78517823639775,314.25891181988743,4221.388367729832,3.1425891181988743,14.071294559099439,0.0,0.0,0.023452157598499064,0.15947467166979362
38,E02000040,0.0,1.0,0.375,8498,55000,425.0,2500.0,17.6091403,0.0,0.0,3.0,39.0,E02000040,599995,515.51,0.0019398265795037924,16.484646272623227,106.69046187270858,10.915088464214607,1163.8862485693778,13.304676600830227,0.8244262962891118,4.849566448759481,0.0,0.0,0.005819479738511377,0.0756532366006479,0.0019398265795037924,16.484646272623227,106.69046187270858,1163.8862485693778,0.8244262962891118,4.849566448759481,0.0,0.0,0.005819479738511377,0.0756532366006479
39,E02000041,0.0,14.0,0.344,10086,51300,880.0,5000.0,9.381338575,0.0,0.0,3.0,29.0,E02000041,532500,134.92,0.10376519418914913,74.75541061369701,380.2253187073822,10.845446031158861,3946.783278980137,13.185338176565716,6.522383634746517,37.05899792469612,0.0,0.0,0.02223539875481767,0.2149421879632375,0.10376519418914913,74.75541061369701,380.2253187073822,3946.783278980137,6.522383634746517,37.05899792469612,0.0,0.0,0.02223539875481767,0.2149421879632375
40,E02000042,0.0,10.0,0.442,12306,51100,1600.0,7000.0,18.3674905,0.0,0.0,3.0,24.0,E02000042,450000,121.25,0.08247422680412371,101.49278350515463,421.44329896907215,10.841539776191796,3711.340206185567,13.017002861746503,13.195876288659793,57.7319587628866,0.0,0.0,0.024742268041237112,0.1979381443298969,0.08247422680412371,101.49278350515463,421.44329896907215,3711.340206185567,13.195876288659793,57.7319587628866,0.0,0.0,0.024742268041237112,0.1979381443298969
41,E02000043,0.0,1.0,0.527,8324,65800,335.0,700.0,9.285435274,0.0,0.0,0.0,12.0,E02000043,772500,146.94,0.006805498843065197,56.648972369674695,447.80182387368995,11.094375117313408,5257.247856267864,13.557387287754038,2.279842112426841,4.7638491901456375,0.0,0.0,0.0,0.08166598611678236,0.006805498843065197,56.648972369674695,447.80182387368995,5257.247856267864,2.279842112426841,4.7638491901456375,0.0,0.0,0.0,0.08166598611678236
42,E02000044,0.0,0.0,0.3,8883,49400,410.0,1500.0,9.458753717,1.0,1.0,0.0,18.0,E02000044,410000,110.74,0.0,80.2149178255373,446.08994040093916,10.807705703176014,3702.365902113058,12.92391243868049,3.702365902113058,13.545241105291675,0.009030160736861116,0.009030160736861116,0.0,0.1625428932635001,0.0,80.2149178255373,446.08994040093916,3702.365902113058,3.702365902113058,13.545241105291675,0.009030160736861116,0.009030160736861116,0.0,0.1625428932635001
43,E02000045,2.0,1.0,0.378,10995,49800,410.0,2250.0,5.51964788,0.0,0.0,1.0,21.0,E02000045,415000,173.5,0.005763688760806916,63.371757925072046,287.0317002881844,10.815770263012745,2391.9308357348705,12.936033799212835,2.363112391930836,12.968299711815561,0.0,0.0,0.005763688760806916,0.12103746397694524,0.005763688760806916,63.371757925072046,287.0317002881844,2391.9308357348705,2.363112391930836,12.968299711815561,0.0,0.0,0.005763688760806916,0.12103746397694524
44,E02000046,0.0,15.0,0.502,7699,60600,975.0,4500.0,3.037676518,0.0,0.0,1.0,18.0,E02000046,610000,96.93,0.1547508511296812,79.42845352316104,625.1934385639121,11.012050172057405,6293.201279273702,13.321214236149494,10.058805323429278,46.425255338904364,0.0,0.0,0.010316723408645414,0.18570102135561745,0.1547508511296812,79.42845352316104,625.1934385639121,6293.201279273702,10.058805323429278,46.425255338904364,0.0,0.0,0.010316723408645414,0.18570102135561745
45,E02000047,0.0,1.0,0.25,12519,43800,405.0,2500.0,6.490171406,0.0,0.0,0.0,21.0,E02000047,365000,142.24,0.007030371203599549,88.01321709786276,307.93025871766025,10.687389096364537,2566.0854893138358,12.80765263256463,2.8473003374578174,17.575928008998876,0.0,0.0,0.0,0.14763779527559054,0.007030371203599549,88.01321709786276,307.93025871766025,2566.0854893138358,2.8473003374578174,17.575928008998876,0.0,0.0,0.0,0.14763779527559054
46,E02000048,0.0,3.0,0.462,10830,58700,595.0,2500.0,13.71183333,0.0,0.0,0.0,18.0,E02000048,599000,308.42,0.009726995655275274,35.11445431554374,190.32488165488618,10.980195005816189,1942.1567991699628,13.303016877097587,1.9291874716295958,8.105829712729394,0.0,0.0,0.0,0.05836197393165164,0.009726995655275274,35.11445431554374,190.32488165488618,1942.1567991699628,1.9291874716295958,8.105829712729394,0.0,0.0,0.0,0.05836197393165164
47,E02000049,0.0,0.0,0.252,9571,43400,220.0,1500.0,3.624566097,0.0,0.0,1.0,15.0,E02000049,377500,78.84,0.0,121.39776763064434,550.4819888381531,10.678214720088496,4788.178589548453,12.841325847671216,2.7904616945712837,19.025875190258752,0.0,0.0,0.012683916793505834,0.1902587519025875,0.0,121.39776763064434,550.4819888381531,4788.178589548453,2.7904616945712837,19.025875190258752,0.0,0.0,0.012683916793505834,0.1902587519025875
48,E02000050,0.0,6.0,0.412,10902,53100,495.0,3500.0,6.868772159,0.0,0.0,1.0,26.0,E02000050,451750,212.05,0.028295213393067672,51.41240273520396,250.4126385286489,10.87993220723003,2130.3937750530536,13.020884208454476,2.334355104928083,16.50554114595614,0.0,0.0,0.004715868898844612,0.1226125913699599,0.028295213393067672,51.41240273520396,250.4126385286489,2130.3937750530536,2.334355104928083,16.50554114595614,0.0,0.0,0.004715868898844612,0.1226125913699599
49,E02000051,0.0,9.0,0.475,9982,58600,1540.0,6000.0,11.008397,0.0,0.0,2.0,30.0,E02000051,575000,144.87,0.062124663491406086,68.90315455235728,404.50058673293296,10.978489975565104,3969.0757230620557,13.262125319779487,10.630220197418375,41.41644232760406,0.0,0.0,0.01380548077586802,0.2070822116380203,0.062124663491406086,68.90315455235728,404.50058673293296,3969.0757230620557,10.630220197418375,41.41644232760406,0.0,0.0,0.01380548077586802,0.2070822116380203
50,E02000052,0.0,9.0,0.539,10671,58600,600.0,3000.0,2.868500799,0.0,0.0,3.0,13.0,E02000052,590000,96.92,0.09286009079653322,110.10111432108955,604.6223689640941,10.978489975565104,6087.494841106067,13.287877815881902,6.190672719768881,30.95336359884441,0.0,0.0,0.030953363598844406,0.1341312422616591,0.09286009079653322,110.10111432108955,604.6223689640941,6087.494841106067,6.190672719768881,30.95336359884441,0.0,0.0,0.030953363598844406,0.1341312422616591
51,E02000053,0.0,5.0,0.346,17653,51100,705.0,7000.0,13.6433286,0.0,0.0,3.0,27.0,E02000053,427750,155.02,0.03225390272222939,113.87562895110308,329.63488582118435,10.841539776191796,2759.321377886724,12.96629419175444,4.547800283834344,45.155463811121145,0.0,0.0,0.01935234163333763,0.1741710747000387,0.03225390272222939,113.87562895110308,329.63488582118435,2759.321377886724,4.547800283834344,45.155463811121145,0.0,0.0,0.01935234163333763,0.1741710747000387
52,E02000054,1.0,2.0,0.431,7655,57000,410.0,3500.0,6.398522519,0.0,0.0,0.0,18.0,E02000054,596000,150.02,0.013331555792560991,51.02652979602719,379.9493400879882,10.950806546816688,3972.8036261831753,13.297995946047488,2.732968937475003,23.330222636981734,0.0,0.0,0.0,0.11998400213304893,0.013331555792560991,51.02652979602719,379.9493400879882,3972.8036261831753,2.732968937475003,23.330222636981734,0.0,0.0,0.0,0.11998400213304893
53,E02000055,2.0,14.0,0.411,11941,50400,1160.0,5000.0,10.65808106,0.0,0.0,6.0,24.0,E02000055,493195,144.02,0.0972087210109707,82.91209554228578,349.9513956394945,10.82774645405946,3424.489654214692,13.108659912345836,8.054436883766144,34.71740036106096,0.0,0.0,0.04166088043327315,0.1666435217330926,0.0972087210109707,82.91209554228578,349.9513956394945,3424.489654214692,8.054436883766144,34.71740036106096,0.0,0.0,0.04166088043327315,0.1666435217330926
54,E02000056,0.0,0.0,0.568,9652,71600,675.0,2250.0,8.148083473,0.0,0.0,1.0,51.0,E02000056,1420000,322.71,0.0,29.9092064082303,221.87102971708347,11.178850352948738,4400.23550556227,14.166167429577444,2.09166124384122,6.9722041461374,0.0,0.0,0.0030987573982832885,0.15803662731244772,0.0,29.9092064082303,221.87102971708347,4400.23550556227,2.09166124384122,6.9722041461374,0.0,0.0,0.0030987573982832885,0.15803662731244772
55,E02000057,1.0,5.0,0.404,8324,54400,460.0,2250.0,11.97247644,0.0,0.0,0.0,16.0,E02000057,665500,109.45,0.04568296025582458,76.05299223389676,497.03060758337136,10.904119432844034,6080.402010050251,13.408293916817303,4.202832343535861,20.55733211512106,0.0,0.0,0.0,0.14618547281863864,0.04568296025582458,76.05299223389676,497.03060758337136,6080.402010050251,4.202832343535861,20.55733211512106,0.0,0.0,0.0,0.14618547281863864
56,E02000058,0.0,8.0,0.519,11013,58800,940.0,4000.0,7.753901428,0.0,0.0,2.0,26.0,E02000058,810000,181.33,0.04411845805989081,60.734572326697176,324.2706667401974,10.981897133886719,4466.993878563944,13.604789526648622,5.183918822037169,22.059229029945403,0.0,0.0,0.011029614514972702,0.1433849886946451,0.04411845805989081,60.734572326697176,324.2706667401974,4466.993878563944,5.183918822037169,22.059229029945403,0.0,0.0,0.011029614514972702,0.1433849886946451
57,E02000059,4.0,3.0,0.304,11901,46900,655.0,4500.0,1.686866712,1.0,1.0,2.0,15.0,E02000059,425000,219.36,0.013676148796498906,54.25328227571116,213.80379285193288,10.75577295443437,1937.454412837345,12.959844447906553,2.985959153902261,20.514223194748357,0.004558716265499635,0.004558716265499635,0.00911743253099927,0.06838074398249452,0.013676148796498906,54.25328227571116,213.80379285193288,1937.454412837345,2.985959153902261,20.514223194748357,0.004558716265499635,0.004558716265499635,0.00911743253099927,0.06838074398249452
